Attendance_Percentage,Study_Hours_Per_Day,Previous_Academic_Marks,Internal_Assessment_Marks,Assignment_Score,Practical_Lab_Score,Number_of_Backlogs,Previous_Semester_GPA,Sleep_Hours,Internet_Access,Parental_Education,Extracurricular_Activities,Class_Participation,Assignment_Submission_Rate,Performance_Category,Academic_Consistency,Overall_Academic_Score,Engagement_Score,Study_Efficiency,Parental_Education_Label,Performance_Label
58.14,7.67,56.27,57.76,59.63,47.55,2.0,5.65,6.4,1,4,0,52.64,74.16,Average,5.35,55.59,63.4,2.56,Doctorate,1
66.66,2.22,55.67,61.63,57.57,59.16,1.0,6.23,6.9,1,3,0,61.93,76.02,Average,2.52,58.9,68.97,1.11,Post_Graduate,1
73.79,2.7,64.39,43.55,34.96,41.78,5.0,5.99,7.5,1,4,0,35.32,52.16,Poor,12.7,48.32,43.74,0.45,Doctorate,0
67.12,5.68,53.05,65.47,64.2,55.81,1.0,5.47,8.8,1,3,0,57.08,76.97,Average,6.13,59.1,67.03,2.84,Post_Graduate,1
58.02,1.43,45.72,38.44,43.42,33.76,5.0,5.23,7.9,1,3,1,23.75,55.12,Poor,5.33,41.71,39.44,0.24,Post_Graduate,0
94.67,8.28,90.44,100.0,87.95,94.37,0.0,8.85,9.9,1,2,1,100.0,93.91,Excellent,5.25,92.92,96.96,8.28,Graduate,3
44.16,2.99,37.75,35.99,50.96,33.01,4.0,5.34,7.8,1,2,0,46.88,66.44,Poor,7.93,40.57,56.66,0.6,Graduate,0
43.36,3.4,47.14,46.04,35.7,45.6,4.0,5.79,5.8,1,0,0,28.8,58.5,Poor,5.32,45.35,43.65,0.68,None,0
58.67,4.0,48.46,63.38,64.23,55.64,2.0,7.97,5.9,1,4,0,46.96,81.17,Average,7.4,59.9,64.06,1.33,Doctorate,1
35.98,1.8,34.22,46.95,44.66,36.14,2.0,3.99,6.2,1,1,1,37.16,75.6,Poor,6.25,40.44,56.38,0.6,High_School,0
53.46,0.88,34.71,37.6,32.52,44.68,4.0,4.74,6.4,1,2,1,32.83,45.57,Poor,5.29,38.26,39.2,0.18,Graduate,0
69.23,5.14,57.47,44.73,49.39,47.26,5.0,6.26,9.5,1,4,0,55.63,66.4,Average,5.51,51.14,61.02,0.86,Doctorate,1
57.2,3.8,57.11,54.08,39.6,61.09,0.0,7.02,7.7,1,2,1,47.62,60.61,Average,9.36,54.96,54.11,3.8,Graduate,1
98.51,9.08,100.0,91.22,94.73,85.68,0.0,10.0,8.8,1,4,1,93.21,93.33,Excellent,6.02,93.89,93.27,9.08,Doctorate,3
96.21,8.7,80.54,94.23,93.24,89.67,1.0,9.63,4.1,1,2,0,92.28,90.72,Excellent,6.24,89.9,91.5,4.35,Graduate,3
80.35,7.17,72.63,67.87,74.72,82.22,1.0,7.82,9.2,1,1,0,79.73,77.58,Good,5.97,74.33,78.66,3.58,High_School,2
99.29,9.53,93.05,100.0,88.79,93.52,1.0,9.02,9.2,1,2,0,100.0,90.82,Excellent,4.63,93.74,95.41,4.76,Graduate,3
57.12,2.01,44.98,72.41,67.02,51.64,1.0,6.94,8.7,1,0,1,52.65,66.21,Average,12.84,60.02,59.43,1.0,None,1
84.22,8.62,99.6,93.44,92.39,98.09,0.0,8.97,9.6,1,2,0,93.41,97.14,Excellent,3.51,95.33,95.28,8.62,Graduate,3
58.49,1.72,33.13,37.98,33.34,43.76,5.0,5.32,6.5,1,2,1,31.85,57.77,Poor,5.0,38.52,44.81,0.29,Graduate,0
98.69,11.65,94.94,97.87,90.51,80.37,0.0,9.06,6.7,1,1,1,95.56,98.2,Excellent,7.66,91.44,96.88,11.65,High_School,3
74.43,8.5,77.01,83.92,76.74,81.68,0.0,6.53,7.5,1,3,1,73.72,90.82,Good,3.54,78.45,82.27,8.5,Post_Graduate,2
94.34,12.0,99.82,97.1,97.78,89.49,1.0,9.78,10.0,1,2,0,96.96,98.32,Excellent,4.52,96.46,97.64,6.0,Graduate,3
51.17,2.91,45.17,35.96,44.44,45.88,5.0,5.96,5.4,1,4,1,39.09,62.35,Poor,4.64,44.31,50.72,0.49,Doctorate,0
50.19,3.08,38.0,37.79,30.66,48.66,7.0,3.93,4.0,1,0,1,36.64,62.78,Poor,7.42,38.74,49.71,0.39,None,0
48.65,1.24,54.3,27.43,37.32,33.43,3.0,4.77,6.7,1,4,1,30.03,54.54,Poor,11.53,39.35,42.28,0.31,Doctorate,0
95.2,10.31,84.47,98.97,96.79,87.75,1.0,9.23,4.8,1,2,1,100.0,88.22,Excellent,6.98,92.0,94.11,5.16,Graduate,3
66.13,4.16,48.69,49.44,52.52,66.69,0.0,7.39,4.8,1,3,1,48.49,81.28,Average,8.4,55.76,64.89,4.16,Post_Graduate,1
87.92,9.63,89.08,83.37,99.29,89.02,0.0,9.65,8.6,1,4,1,95.5,98.72,Excellent,6.63,90.42,97.11,9.63,Doctorate,3
58.31,3.1,62.82,59.74,53.69,46.49,3.0,5.76,5.3,1,1,1,52.29,84.1,Average,7.21,56.44,68.19,0.78,High_School,1
59.55,2.34,48.62,48.25,47.75,37.99,5.0,5.07,8.4,1,0,1,48.86,51.94,Poor,5.12,46.44,50.4,0.39,None,0
38.64,3.2,38.14,40.11,42.37,34.29,7.5,4.22,7.9,1,1,1,30.29,69.72,Poor,3.43,39.11,50.0,0.38,High_School,0
73.99,6.73,73.39,70.58,66.81,84.48,0.0,7.55,7.4,1,1,0,71.15,81.03,Good,7.6,73.8,76.09,6.73,High_School,2
77.01,10.5,73.42,70.84,73.66,83.81,0.0,7.41,8.0,1,3,1,73.37,86.54,Good,5.73,74.97,79.96,10.5,Post_Graduate,2
95.23,8.94,91.09,86.82,100.0,95.37,0.0,8.8,6.8,1,4,0,94.68,94.56,Excellent,5.66,92.35,94.62,8.94,Doctorate,3
63.09,3.19,60.32,67.06,58.65,59.2,3.0,6.63,6.0,1,1,0,62.9,76.07,Average,3.9,62.05,69.48,0.8,High_School,1
61.71,6.04,59.46,75.33,58.71,72.11,1.0,6.17,6.1,1,3,0,64.12,68.68,Average,8.56,66.03,66.4,3.02,Post_Graduate,1
73.99,5.88,68.25,78.96,81.16,71.71,1.0,7.07,6.8,1,1,0,61.34,89.19,Good,6.06,74.45,75.26,2.94,High_School,2
100.0,11.3,99.34,91.8,94.15,100.0,1.0,8.79,7.6,1,0,1,87.92,97.04,Excellent,3.99,95.4,92.48,5.65,None,3
80.09,5.75,70.97,74.52,72.39,72.96,1.0,8.41,8.4,1,4,0,71.75,95.35,Good,1.47,73.85,83.55,2.88,Doctorate,2
61.49,2.96,38.48,40.36,21.94,44.1,2.0,5.47,4.7,1,2,0,42.32,55.65,Poor,9.8,38.39,48.98,0.99,Graduate,0
99.26,9.29,93.81,92.69,90.94,93.12,0.0,9.84,7.0,1,4,1,84.78,98.08,Excellent,1.22,93.28,91.43,9.29,Doctorate,3
93.61,10.17,95.14,96.69,94.39,95.03,0.0,10.0,5.0,1,2,0,96.8,93.97,Excellent,0.98,95.84,95.38,10.17,Graduate,3
53.7,2.86,34.69,56.65,36.92,50.49,4.0,4.23,5.0,1,2,1,19.71,55.74,Poor,10.6,44.55,37.72,0.57,Graduate,0
91.21,9.04,90.49,100.0,88.56,92.49,1.0,9.08,9.0,1,2,0,87.69,97.16,Excellent,5.01,92.91,92.42,4.52,Graduate,3
100.0,10.09,83.1,83.52,94.81,96.81,0.0,9.58,9.1,1,3,1,85.16,88.48,Excellent,7.26,89.56,86.82,10.09,Post_Graduate,3
83.33,12.0,89.62,87.83,92.72,100.0,1.0,10.0,7.1,1,1,0,93.13,99.99,Excellent,5.37,92.91,96.56,6.0,High_School,3
66.6,3.31,70.16,51.91,73.77,47.8,3.0,7.18,6.9,1,3,0,36.96,79.92,Average,12.96,62.01,58.44,0.83,Post_Graduate,1
90.29,12.0,89.0,86.54,92.96,89.84,0.0,9.2,7.4,1,2,1,93.66,95.23,Excellent,2.65,89.65,94.44,12.0,Graduate,3
84.08,9.22,92.98,100.0,99.14,87.89,1.0,10.0,5.3,1,2,1,92.34,100.0,Excellent,5.68,95.65,96.17,4.61,Graduate,3
94.11,11.78,81.2,91.7,100.0,96.72,1.0,8.83,6.5,1,3,1,94.07,92.09,Excellent,8.21,91.4,93.08,5.89,Post_Graduate,3
94.5,12.0,90.31,88.0,96.09,89.13,0.0,9.78,6.8,1,2,1,98.04,91.58,Excellent,3.6,91.4,94.81,12.0,Graduate,3
75.15,8.36,83.07,85.04,73.77,80.67,0.0,7.29,8.2,1,0,0,65.96,90.66,Good,4.91,80.21,78.31,8.36,None,2
54.93,5.95,63.48,42.11,62.22,51.82,3.0,6.29,9.5,1,2,1,61.1,60.35,Average,10.0,55.5,60.72,1.49,Graduate,1
45.74,2.74,46.62,28.34,32.0,55.29,6.0,4.55,8.5,1,2,1,39.23,64.51,Poor,12.6,40.75,51.87,0.39,Graduate,0
89.08,7.39,78.36,78.27,78.61,86.38,0.0,7.72,4.5,1,3,0,83.97,86.33,Good,3.99,79.88,85.15,7.39,Post_Graduate,2
97.42,10.99,97.86,94.46,96.73,99.67,1.0,9.18,7.1,1,2,1,95.53,91.79,Excellent,2.18,96.54,93.66,5.5,Graduate,3
56.8,1.85,42.75,26.96,48.13,44.02,4.0,5.0,5.3,1,2,1,30.55,56.68,Poor,9.29,40.86,43.62,0.37,Graduate,0
81.17,10.48,60.15,70.79,76.19,82.51,0.0,7.22,8.4,1,0,0,84.21,82.86,Good,9.47,71.69,83.54,10.48,None,2
87.39,6.72,76.2,80.05,82.82,82.71,2.0,7.96,6.7,1,3,1,87.64,85.11,Good,3.11,80.13,86.38,2.24,Post_Graduate,2
97.34,10.27,97.51,92.5,85.31,90.71,1.0,8.21,6.0,1,2,0,92.71,98.05,Excellent,5.04,90.92,95.38,5.13,Graduate,3
82.53,6.77,71.75,71.65,83.3,65.34,1.0,7.46,6.5,1,2,0,64.29,91.38,Good,7.49,73.04,77.84,3.38,Graduate,2
85.78,8.22,86.0,79.67,82.14,87.4,0.0,7.19,7.9,1,2,0,79.65,90.5,Good,3.54,82.52,85.08,8.22,Graduate,2
95.33,9.35,94.07,96.53,93.85,93.62,0.0,9.62,8.1,1,3,1,96.78,100.0,Excellent,1.35,94.76,98.39,9.35,Post_Graduate,3
100.0,10.07,83.42,84.0,97.68,89.65,1.0,9.47,6.9,1,0,0,93.07,95.33,Excellent,6.62,88.79,94.2,5.04,None,3
44.93,1.56,39.02,25.27,42.4,44.4,7.5,5.2,8.3,1,3,1,33.96,73.17,Poor,8.63,38.63,53.56,0.18,Post_Graduate,0
93.25,8.33,99.01,89.85,90.55,83.52,0.0,8.93,6.0,1,1,1,93.08,97.81,Excellent,6.36,90.96,95.44,8.33,High_School,3
93.33,8.69,89.76,93.83,91.49,91.28,0.0,10.0,6.3,1,2,1,86.33,99.82,Excellent,1.68,92.45,93.07,8.69,Graduate,3
60.63,1.66,84.12,56.8,68.31,48.09,2.0,4.5,7.0,1,0,1,52.19,79.09,Average,15.58,63.01,65.64,0.55,None,1
51.72,2.6,29.22,39.71,59.49,28.32,7.5,4.53,5.1,1,2,0,35.9,51.51,Poor,14.49,39.32,43.7,0.31,Graduate,0
36.8,3.77,42.49,45.6,32.34,44.69,5.0,4.6,8.0,1,0,1,28.24,56.73,Poor,6.1,42.03,42.48,0.63,None,0
94.09,12.0,94.06,95.73,96.19,91.19,0.0,9.04,8.5,1,2,0,98.5,97.55,Excellent,2.26,93.96,98.02,12.0,Graduate,3
71.64,7.02,66.48,96.27,67.42,76.57,2.0,7.97,8.4,1,3,1,80.92,78.96,Good,13.83,77.46,79.94,2.34,Post_Graduate,2
45.07,1.09,52.4,49.5,32.93,37.77,1.0,4.8,5.7,1,3,0,42.57,51.52,Poor,9.3,44.42,47.04,0.55,Post_Graduate,0
64.39,4.23,72.59,54.68,53.53,61.23,1.0,5.61,4.8,1,1,1,66.58,69.04,Average,8.74,60.38,67.81,2.12,High_School,1
68.97,4.7,69.49,48.87,64.0,48.01,0.0,6.86,5.2,1,3,1,55.79,62.62,Average,10.81,58.85,59.2,4.7,Post_Graduate,1
73.03,9.33,76.8,67.15,71.08,76.61,0.0,6.6,6.3,1,4,1,63.45,80.0,Good,4.67,72.13,71.72,9.33,Doctorate,2
65.05,4.49,54.99,59.62,68.32,61.15,2.0,5.96,6.0,1,2,1,44.87,56.71,Average,5.53,60.51,50.79,1.5,Graduate,1
100.0,10.06,95.32,90.06,95.04,95.75,0.0,9.33,7.5,1,2,0,93.54,94.45,Excellent,2.67,93.83,94.0,10.06,Graduate,3
99.41,12.0,94.03,88.67,85.51,97.71,0.0,8.79,10.0,1,2,0,85.79,96.05,Excellent,5.44,91.11,90.92,12.0,Graduate,3
76.11,4.26,70.8,72.51,87.33,77.88,0.0,8.24,6.9,1,1,1,76.09,88.31,Good,7.44,77.11,82.2,4.26,High_School,2
59.28,0.58,49.84,26.86,44.81,53.9,3.0,6.2,6.2,1,1,0,36.54,54.94,Poor,11.92,45.12,45.74,0.14,High_School,0
44.9,1.74,47.84,28.99,57.27,24.66,3.0,4.23,8.2,1,1,1,33.6,62.88,Poor,15.45,39.82,48.24,0.43,High_School,0
43.76,0.85,37.16,39.27,42.87,53.24,7.5,4.77,5.3,1,1,0,37.57,64.82,Poor,7.14,43.1,51.19,0.1,High_School,0
53.36,4.74,71.06,54.73,64.72,57.18,0.0,6.85,4.5,1,3,0,65.4,72.89,Average,7.43,62.68,69.15,4.74,Post_Graduate,1
88.71,10.59,88.3,89.94,75.82,100.0,0.0,8.85,5.5,1,3,1,99.23,93.8,Excellent,9.92,88.57,96.52,10.59,Post_Graduate,3
38.43,2.08,60.13,44.06,41.01,43.05,5.0,4.53,8.0,1,4,0,32.93,67.08,Poor,8.8,47.39,50.0,0.35,Doctorate,0
91.28,7.9,96.52,92.02,91.09,92.88,0.0,9.48,8.8,1,3,1,92.08,100.0,Excellent,2.38,93.41,96.04,7.9,Post_Graduate,3
83.43,6.98,82.89,82.63,78.95,68.1,1.0,8.09,5.7,1,2,0,79.33,92.16,Good,6.93,78.88,85.74,3.49,Graduate,2
95.06,11.32,93.4,98.93,90.69,86.8,0.0,9.25,7.7,1,1,1,93.31,95.61,Excellent,5.1,92.83,94.46,11.32,High_School,3
47.73,1.7,40.87,35.77,46.85,40.55,7.5,3.85,8.2,1,0,0,39.51,71.51,Poor,4.54,40.49,55.51,0.2,None,0
46.11,1.27,45.36,41.67,43.85,41.3,2.0,5.11,8.9,1,4,0,40.56,49.26,Poor,1.91,43.9,44.91,0.42,Doctorate,0
41.68,3.05,52.22,31.6,42.46,53.68,5.0,4.83,4.0,1,2,1,42.33,60.77,Poor,10.22,45.01,51.55,0.51,Graduate,0
44.44,2.29,53.3,42.61,34.58,48.74,7.0,4.8,4.2,1,2,0,20.04,64.07,Poor,8.1,45.44,42.05,0.29,Graduate,0
44.05,6.13,63.18,55.77,64.5,50.18,3.0,3.77,6.7,1,3,1,51.42,72.32,Average,6.7,56.44,61.87,1.53,Post_Graduate,1
78.23,6.59,64.3,61.27,76.85,86.92,0.0,8.2,7.7,1,1,0,77.43,100.0,Good,11.83,72.35,88.72,6.59,High_School,2
53.46,1.88,31.42,39.78,34.27,27.45,5.0,4.54,8.4,1,3,0,29.69,63.48,Poor,5.19,34.68,46.58,0.31,Post_Graduate,0
61.57,5.89,46.43,44.84,56.87,50.89,1.0,6.83,6.5,1,4,0,51.74,65.91,Average,5.39,51.2,58.82,2.94,Doctorate,1
80.32,5.51,70.46,64.9,82.0,74.52,1.0,7.05,5.5,1,2,0,78.27,99.89,Good,7.2,72.19,89.08,2.75,Graduate,2
94.86,10.2,84.02,94.29,99.79,98.25,1.0,9.58,8.0,1,2,1,86.85,97.25,Excellent,7.1,93.77,92.05,5.1,Graduate,3
84.54,9.69,79.43,75.06,89.01,78.29,0.0,8.34,6.0,1,3,0,72.54,86.12,Good,6.0,80.42,79.33,9.69,Post_Graduate,2
56.14,4.75,62.6,48.09,67.66,56.41,2.0,6.13,8.2,1,0,1,63.14,72.44,Average,8.43,58.62,67.79,1.58,None,1
71.42,5.5,72.62,69.4,77.06,82.28,1.0,7.4,6.6,1,2,0,92.82,96.56,Good,5.59,74.77,94.69,2.75,Graduate,2
88.02,9.01,92.09,100.0,94.5,100.0,0.0,9.62,8.3,1,3,0,95.1,96.63,Excellent,3.99,96.54,95.86,9.01,Post_Graduate,3
92.54,7.02,97.18,97.97,100.0,94.61,1.0,9.13,9.5,1,0,0,96.67,99.4,Excellent,2.23,96.84,98.04,3.51,None,3
100.0,8.93,94.38,86.68,98.58,89.24,1.0,8.34,7.7,1,1,1,93.55,93.98,Excellent,5.31,91.17,93.76,4.46,High_School,3
56.17,3.32,35.47,37.52,40.13,46.07,3.0,3.63,6.6,1,2,1,31.12,60.92,Poor,4.6,39.12,46.02,0.83,Graduate,0
82.09,9.28,73.36,71.02,92.64,75.24,0.0,9.11,6.8,1,2,1,77.57,93.72,Good,9.87,78.78,85.64,9.28,Graduate,2
58.65,0.5,39.18,57.2,39.6,38.54,7.5,4.37,7.3,1,2,1,40.49,63.07,Poor,9.06,44.09,51.78,0.06,Graduate,0
99.83,9.53,89.45,91.67,100.0,89.18,0.0,9.93,4.8,1,2,0,97.82,98.42,Excellent,5.07,93.05,98.12,9.53,Graduate,3
65.41,4.59,43.64,47.62,53.59,57.46,2.0,6.14,6.7,1,3,1,54.93,65.43,Average,6.15,51.17,60.18,1.53,Post_Graduate,1
49.05,0.56,42.08,24.59,26.76,35.37,2.0,5.32,6.8,1,2,0,44.25,31.04,Poor,8.07,34.41,37.64,0.19,Graduate,0
100.0,9.94,98.04,97.54,87.67,83.53,0.0,8.1,8.0,1,3,1,100.0,97.33,Excellent,7.24,91.24,98.66,9.94,Post_Graduate,3
66.35,4.66,61.25,58.37,48.99,54.85,2.0,6.0,4.8,1,1,1,59.68,63.76,Average,5.28,56.67,61.72,1.55,High_School,1
98.38,9.53,80.48,94.72,83.85,93.57,0.0,9.37,9.2,1,0,1,88.63,100.0,Excellent,7.07,88.65,94.32,9.53,None,3
89.47,10.39,87.76,100.0,94.75,89.43,1.0,9.45,6.8,1,2,1,90.88,97.76,Excellent,5.55,93.23,94.32,5.2,Graduate,3
85.61,6.38,75.71,76.71,77.64,93.74,0.0,8.0,5.9,1,2,1,62.26,93.48,Good,8.56,80.38,77.87,6.38,Graduate,2
62.43,7.44,76.62,81.57,93.08,73.84,0.0,8.09,7.8,1,2,1,73.61,92.67,Good,8.49,81.02,83.14,7.44,Graduate,2
89.49,9.28,80.35,93.68,94.13,93.44,0.0,9.47,4.6,1,0,1,96.35,92.5,Excellent,6.71,90.49,94.42,9.28,None,3
98.3,9.01,93.58,93.08,97.73,97.0,0.0,10.0,8.3,1,2,1,95.54,100.0,Excellent,2.36,95.61,97.77,9.01,Graduate,3
57.59,3.69,56.16,50.33,54.13,57.91,3.0,6.8,7.4,1,0,1,74.04,81.51,Average,3.26,55.83,77.78,0.92,None,1
73.95,8.88,81.42,78.02,71.63,71.72,0.0,7.65,5.5,1,3,1,69.15,94.22,Good,4.85,76.18,81.68,8.88,Post_Graduate,2
95.52,9.13,89.0,91.34,91.75,97.26,0.0,8.64,7.8,1,2,1,85.71,100.0,Excellent,3.5,91.53,92.85,9.13,Graduate,3
96.04,9.64,88.47,96.42,98.08,95.76,0.0,9.68,6.3,1,2,1,95.49,91.8,Excellent,4.26,94.67,93.64,9.64,Graduate,3
61.48,6.4,44.84,60.35,59.47,47.98,4.0,6.6,4.0,1,1,1,57.51,73.03,Average,7.91,54.39,65.27,1.28,High_School,1
81.5,6.94,81.95,66.52,71.49,84.76,1.0,8.0,6.7,1,3,1,78.57,83.83,Good,8.61,76.37,81.2,3.47,Post_Graduate,2
76.91,8.84,81.66,74.41,88.72,74.01,0.0,7.82,7.3,1,4,1,79.24,83.97,Good,6.97,79.38,81.6,8.84,Doctorate,2
93.56,9.69,86.21,91.41,89.98,95.43,0.0,9.13,6.0,1,2,0,100.0,97.41,Excellent,3.81,90.62,98.7,9.69,Graduate,3
44.27,1.18,48.29,36.71,28.51,43.41,5.0,4.51,7.3,1,2,0,33.26,54.98,Poor,8.58,40.14,44.12,0.2,Graduate,0
50.11,3.28,45.51,36.98,46.65,47.0,3.0,4.81,9.2,1,3,1,23.76,60.75,Poor,4.75,44.16,42.26,0.82,Post_Graduate,0
91.35,9.4,93.78,95.63,100.0,84.2,0.0,8.39,9.7,1,2,0,89.47,91.63,Excellent,6.67,92.58,90.55,9.4,Graduate,3
100.0,9.54,92.34,99.66,92.5,86.61,1.0,9.29,6.0,1,2,0,100.0,98.95,Excellent,5.34,93.11,99.48,4.77,Graduate,3
63.54,3.36,74.03,57.97,66.91,65.43,3.0,6.71,6.5,1,2,0,56.01,71.43,Average,6.58,66.18,63.72,0.84,Graduate,1
58.97,7.61,74.24,57.95,75.64,69.91,2.0,7.35,8.7,1,3,0,46.98,89.42,Average,8.04,69.51,68.2,2.54,Post_Graduate,1
98.79,8.16,91.09,91.91,91.43,97.0,0.0,9.19,6.1,1,3,0,91.43,98.12,Excellent,2.78,92.63,94.78,8.16,Post_Graduate,3
100.0,9.89,98.06,100.0,99.14,92.42,0.0,8.57,5.0,1,1,0,96.25,95.28,Excellent,3.42,96.4,95.76,9.89,High_School,3
96.8,10.21,97.93,95.86,87.1,88.46,0.0,9.15,5.4,1,3,0,99.34,94.62,Excellent,5.36,92.71,96.98,10.21,Post_Graduate,3
73.22,6.65,77.91,80.08,67.87,76.38,0.0,8.26,8.8,1,2,1,68.24,97.3,Good,5.35,76.61,82.77,6.65,Graduate,2
55.8,4.62,57.8,53.13,50.59,57.67,3.0,5.24,5.2,1,2,1,58.21,66.68,Average,3.55,54.62,62.45,1.16,Graduate,1
59.01,1.69,45.14,46.86,44.09,47.57,3.0,5.53,8.4,1,1,1,30.9,51.39,Poor,1.59,46.86,41.14,0.42,High_School,0
76.45,8.75,82.88,71.82,69.08,80.57,1.0,7.44,8.7,1,2,1,83.53,83.25,Good,6.67,76.04,83.39,4.38,Graduate,2
42.22,2.18,43.3,43.89,49.95,39.23,4.0,3.38,6.4,1,3,1,44.06,41.48,Poor,4.42,43.01,42.77,0.44,Post_Graduate,0
73.41,6.14,83.1,73.34,80.8,81.7,0.0,8.08,7.7,1,3,1,72.48,83.96,Good,4.37,79.69,78.22,6.14,Post_Graduate,2
94.4,12.0,91.19,95.59,96.43,88.5,0.0,9.01,7.2,1,3,0,96.52,94.69,Excellent,3.74,92.69,95.6,12.0,Post_Graduate,3
49.06,0.52,38.52,46.51,33.18,31.36,2.0,5.31,10.0,1,3,0,42.96,57.64,Poor,6.8,39.48,50.3,0.17,Post_Graduate,0
75.42,6.94,80.23,86.62,69.73,80.09,2.0,7.36,7.1,1,1,1,82.85,89.32,Good,6.99,79.04,86.08,2.31,High_School,2
31.73,3.18,28.11,41.0,29.61,32.21,7.5,5.05,8.1,1,2,0,30.74,57.66,Poor,5.77,34.69,44.2,0.37,Graduate,0
58.42,1.61,27.01,25.05,56.69,50.6,6.0,3.7,8.2,1,0,0,39.81,58.62,Poor,16.16,38.17,49.22,0.23,None,0
89.03,9.75,98.33,91.07,100.0,96.16,0.0,9.31,4.3,1,2,1,93.71,89.2,Excellent,3.88,95.89,91.46,9.75,Graduate,3
52.14,3.86,64.82,70.06,78.89,58.2,4.0,7.26,10.0,1,2,1,51.91,81.45,Average,8.74,68.4,66.68,0.77,Graduate,1
40.85,0.5,45.24,47.66,27.62,45.66,3.0,4.01,8.0,1,0,0,27.16,48.66,Poor,9.34,41.89,37.91,0.12,None,0
54.09,2.02,53.17,48.13,51.48,50.69,5.0,4.3,6.5,1,1,0,33.56,61.44,Poor,2.1,50.06,47.5,0.34,High_School,0
78.62,7.12,75.89,72.1,81.54,85.55,1.0,8.42,6.9,1,2,1,71.96,94.77,Good,5.96,78.84,83.36,3.56,Graduate,2
42.09,2.71,43.71,33.51,37.18,38.44,4.0,3.0,9.0,1,1,0,30.88,64.86,Poor,4.22,37.43,47.87,0.54,High_School,0
96.55,8.44,85.21,100.0,96.9,91.18,1.0,9.74,6.2,1,1,1,88.72,97.46,Excellent,6.53,93.66,93.09,4.22,High_School,3
50.33,4.46,45.43,71.89,57.16,47.07,1.0,6.84,6.5,1,3,0,65.4,73.0,Average,12.16,57.02,69.2,2.23,Post_Graduate,1
74.38,11.63,77.05,72.46,88.88,73.22,0.0,7.29,6.1,1,2,1,77.12,86.38,Good,7.59,77.09,81.75,11.63,Graduate,2
38.44,3.28,31.23,30.62,33.57,43.03,3.0,5.28,7.0,1,1,0,43.75,72.06,Poor,5.75,36.06,57.9,0.82,High_School,0
78.18,5.25,74.25,82.11,85.87,74.11,1.0,7.73,7.4,1,2,1,82.99,81.94,Good,5.87,78.82,82.46,2.62,Graduate,2
43.92,2.85,55.01,32.36,43.7,47.38,5.0,3.83,7.0,1,3,0,14.44,65.72,Poor,9.43,43.89,40.08,0.48,Post_Graduate,0
54.5,2.47,34.39,41.23,42.84,38.34,4.0,5.11,6.5,1,3,1,31.75,56.17,Poor,3.71,40.25,43.96,0.49,Post_Graduate,0
71.03,9.72,81.22,70.25,76.69,78.49,1.0,8.12,7.3,1,4,1,69.79,75.64,Good,4.66,77.02,72.72,4.86,Doctorate,2
93.46,11.55,85.27,99.77,93.14,88.83,0.0,9.63,5.5,1,2,0,90.15,94.46,Excellent,6.24,92.28,92.3,11.55,Graduate,3
90.65,7.7,100.0,85.68,94.91,83.64,0.0,9.71,7.8,1,3,1,89.93,88.07,Excellent,7.72,91.84,89.0,7.7,Post_Graduate,3
55.9,6.75,66.43,48.03,60.3,59.15,2.0,6.42,4.0,1,2,0,57.69,84.53,Average,7.66,58.92,71.11,2.25,Graduate,1
84.89,3.37,78.26,73.58,77.45,70.15,1.0,7.44,8.1,1,2,1,81.76,80.36,Good,3.75,74.92,81.06,1.69,Graduate,2
77.35,10.89,82.65,89.47,82.04,100.0,0.0,8.84,8.5,1,4,1,89.04,97.09,Excellent,8.35,88.28,93.06,10.89,Doctorate,3
60.44,2.64,66.69,57.43,45.93,62.06,2.0,6.91,8.7,1,0,1,56.24,74.81,Average,8.91,59.54,65.53,0.88,None,1
74.96,9.45,79.8,84.18,80.72,70.64,0.0,7.23,7.2,1,0,0,60.14,88.15,Good,5.78,78.5,74.15,9.45,None,2
85.63,9.13,76.54,68.71,74.25,81.24,1.0,8.12,5.6,1,4,0,84.1,93.98,Good,5.21,75.53,89.04,4.57,Doctorate,2
98.47,12.0,97.44,92.82,87.46,93.28,1.0,9.93,4.4,1,2,0,92.02,100.0,Excellent,4.09,93.64,96.01,6.0,Graduate,3
78.49,10.43,74.36,63.3,95.67,78.09,0.0,7.82,5.0,1,2,1,82.2,82.98,Good,13.43,76.99,82.59,10.43,Graduate,2
76.55,7.64,73.9,81.34,80.23,65.95,0.0,8.22,8.1,1,2,1,64.86,84.57,Good,7.07,76.27,74.72,7.64,Graduate,2
88.4,11.43,81.97,84.62,100.0,93.23,0.0,9.33,7.6,1,1,0,89.04,95.25,Excellent,8.24,89.62,92.15,11.43,High_School,3
100.0,10.97,97.69,92.52,95.13,91.61,0.0,9.5,5.8,1,1,0,97.28,92.76,Excellent,2.74,94.4,95.02,10.97,High_School,3
89.01,7.52,77.59,68.4,84.12,79.5,3.0,7.99,6.4,1,3,1,70.63,85.98,Good,6.6,77.21,78.31,1.88,Post_Graduate,2
69.65,7.97,77.53,78.81,73.72,68.68,2.0,8.34,8.7,1,0,0,65.04,98.71,Good,4.55,75.9,81.88,2.66,None,2
88.98,9.39,93.55,89.34,96.89,96.1,1.0,8.8,5.6,1,4,1,97.16,93.22,Excellent,3.4,93.12,95.19,4.7,Doctorate,3
